192.168.2.21 - - [05/Jul/2018:13:30:03 +0800] "GET /hp/device/InternalPages/Index?id=ConfigurationPage HTTP/1.1" 404 161
127.0.0.1 - - [05/Jul/2018:17:20:55 +0800] "GET /collect?v=1&_v=j43&a=1641822370&t=event&_s=2&dl=chrome-extension%3A%2F%2Flecdifefmmfjnjjinhaennhdlmcaeeeb%2Fmain.html&ul=zh-cn&de=UTF-8&dt=%E6%96%B0%E6%A0%87%E7%AD%BE%E9%A1%B5&sd=24-bit&sr=1280x720&vp=1280x588&je=0&ec=source&ea=show&el=ui&_u=SACAAEABI~&jid=&cid=2113711572.1500619903&tid=UA-61022745-2&z=1354298313 HTTP/1.1" 404 139
127.0.0.1 - - [05/Jul/2018:17:20:55 +0800] "GET /collect?v=1&_v=j43&a=1641822370&t=event&_s=4&dl=chrome-extension%3A%2F%2Flecdifefmmfjnjjinhaennhdlmcaeeeb%2Fmain.html&dp=%2Fdesign&ul=zh-cn&de=UTF-8&dt=%E6%96%B0%E6%A0%87%E7%AD%BE%E9%A1%B5&sd=24-bit&sr=1280x720&vp=1280x588&je=0&ec=banner&ea=show&el=https%3A%2F%2Fcn.udacity.com%2Fcourse%2Fblockchain-developer-nanodegree--nd1309%3Futm_source%3Djuejin-gold_browser_extension%26utm_medium%3Dbanner%26utm_campaign%3Dbdnd&_u=SACAAEABI~&jid=&cid=2113711572.1500619903&tid=UA-61022745-2&z=352330086 HTTP/1.1" 404 139
127.0.0.1 - - [05/Jul/2018:17:20:55 +0800] "GET /collect?v=1&_v=j43&a=1641822370&t=pageview&_s=3&dl=chrome-extension%3A%2F%2Flecdifefmmfjnjjinhaennhdlmcaeeeb%2Fmain.html&dp=%2Fdesign&ul=zh-cn&de=UTF-8&dt=%E6%96%B0%E6%A0%87%E7%AD%BE%E9%A1%B5&sd=24-bit&sr=1280x720&vp=1280x588&je=0&_u=SACAAEABI~&jid=&cid=2113711572.1500619903&tid=UA-61022745-2&z=2047197692 HTTP/1.1" 404 139
127.0.0.1 - - [05/Jul/2018:17:20:55 +0800] "GET /collect?v=1&_v=j43&a=1641822370&t=event&_s=5&dl=chrome-extension%3A%2F%2Flecdifefmmfjnjjinhaennhdlmcaeeeb%2Fmain.html&dp=%2Fdesign&ul=zh-cn&de=UTF-8&dt=%E6%96%B0%E6%A0%87%E7%AD%BE%E9%A1%B5&sd=24-bit&sr=1280x720&vp=1280x588&je=0&ec=banner&ea=show&el=https%3A%2F%2Fcn.udacity.com%2Fcourse%2Fblockchain-developer-nanodegree--nd1309%3Futm_source%3Djuejin-gold_browser_extension%26utm_medium%3Dbanner%26utm_campaign%3Dbdnd&_u=SACAAEABI~&jid=&cid=2113711572.1500619903&tid=UA-61022745-2&z=1305246068 HTTP/1.1" 404 139
127.0.0.1 - - [05/Jul/2018:17:20:55 +0800] "GET /collect?v=1&_v=j43&a=1641822370&t=event&_s=6&dl=chrome-extension%3A%2F%2Flecdifefmmfjnjjinhaennhdlmcaeeeb%2Fmain.html&dp=%2Fdesign&ul=zh-cn&de=UTF-8&dt=%E6%96%B0%E6%A0%87%E7%AD%BE%E9%A1%B5&sd=24-bit&sr=1280x720&vp=1280x588&je=0&ec=banner&ea=show&el=https%3A%2F%2Fcn.udacity.com%2Fcourse%2Fblockchain-developer-nanodegree--nd1309%3Futm_source%3Djuejin-gold_browser_extension%26utm_medium%3Dbanner%26utm_campaign%3Dbdnd&_u=SACAAEABI~&jid=&cid=2113711572.1500619903&tid=UA-61022745-2&z=442957346 HTTP/1.1" 404 139
127.0.0.1 - - [05/Jul/2018:17:46:54 +0800] "GET /collect?v=1&_v=j43&a=1015869621&t=pageview&_s=3&dl=chrome-extension%3A%2F%2Flecdifefmmfjnjjinhaennhdlmcaeeeb%2Fmain.html&dp=%2Fdesign&ul=zh-cn&de=UTF-8&dt=%E6%96%B0%E6%A0%87%E7%AD%BE%E9%A1%B5&sd=24-bit&sr=1920x1080&vp=1920x949&je=0&_u=SACAAEABI~&jid=&cid=2113711572.1500619903&tid=UA-61022745-2&z=1486924901 HTTP/1.1" 404 139
127.0.0.1 - - [05/Jul/2018:17:46:54 +0800] "GET /collect?v=1&_v=j43&a=1015869621&t=event&_s=2&dl=chrome-extension%3A%2F%2Flecdifefmmfjnjjinhaennhdlmcaeeeb%2Fmain.html&ul=zh-cn&de=UTF-8&dt=%E6%96%B0%E6%A0%87%E7%AD%BE%E9%A1%B5&sd=24-bit&sr=1920x1080&vp=1920x949&je=0&ec=source&ea=show&el=ui&_u=SACAAEABI~&jid=&cid=2113711572.1500619903&tid=UA-61022745-2&z=1576543597 HTTP/1.1" 404 139
127.0.0.1 - - [05/Jul/2018:17:46:54 +0800] "GET /collect?v=1&_v=j43&a=1015869621&t=event&_s=4&dl=chrome-extension%3A%2F%2Flecdifefmmfjnjjinhaennhdlmcaeeeb%2Fmain.html&dp=%2Fdesign&ul=zh-cn&de=UTF-8&dt=%E6%96%B0%E6%A0%87%E7%AD%BE%E9%A1%B5&sd=24-bit&sr=1920x1080&vp=1920x949&je=0&ec=banner&ea=show&el=https%3A%2F%2Fcn.udacity.com%2Fcourse%2Fblockchain-developer-nanodegree--nd1309%3Futm_source%3Djuejin-gold_browser_extension%26utm_medium%3Dbanner%26utm_campaign%3Dbdnd&_u=SACAAEABI~&jid=&cid=2113711572.1500619903&tid=UA-61022745-2&z=1189274221 HTTP/1.1" 404 139
127.0.0.1 - - [05/Jul/2018:17:46:54 +0800] "GET /r/collect?v=1&_v=j43&a=1015869621&t=event&_s=1&dl=chrome-extension%3A%2F%2Flecdifefmmfjnjjinhaennhdlmcaeeeb%2Fmain.html&ul=zh-cn&de=UTF-8&dt=%E6%96%B0%E6%A0%87%E7%AD%BE%E9%A1%B5&sd=24-bit&sr=1920x1080&vp=1920x949&je=0&ec=source&ea=show&el=gold&_u=SACAAEABI~&jid=1280969432&cid=2113711572.1500619903&tid=UA-61022745-2&_r=1&z=2116427728 HTTP/1.1" 404 141
127.0.0.1 - - [05/Jul/2018:17:46:55 +0800] "GET /collect?v=1&_v=j43&a=1015869621&t=event&_s=5&dl=chrome-extension%3A%2F%2Flecdifefmmfjnjjinhaennhdlmcaeeeb%2Fmain.html&dp=%2Fdesign&ul=zh-cn&de=UTF-8&dt=%E6%96%B0%E6%A0%87%E7%AD%BE%E9%A1%B5&sd=24-bit&sr=1920x1080&vp=1920x949&je=0&ec=banner&ea=show&el=https%3A%2F%2Fcn.udacity.com%2Fcourse%2Fblockchain-developer-nanodegree--nd1309%3Futm_source%3Djuejin-gold_browser_extension%26utm_medium%3Dbanner%26utm_campaign%3Dbdnd&_u=SACAAEABI~&jid=&cid=2113711572.1500619903&tid=UA-61022745-2&z=1604966951 HTTP/1.1" 404 139
127.0.0.1 - - [05/Jul/2018:17:46:55 +0800] "GET /collect?v=1&_v=j43&a=1015869621&t=event&_s=6&dl=chrome-extension%3A%2F%2Flecdifefmmfjnjjinhaennhdlmcaeeeb%2Fmain.html&dp=%2Fdesign&ul=zh-cn&de=UTF-8&dt=%E6%96%B0%E6%A0%87%E7%AD%BE%E9%A1%B5&sd=24-bit&sr=1920x1080&vp=1920x949&je=0&ec=banner&ea=show&el=https%3A%2F%2Fcn.udacity.com%2Fcourse%2Fblockchain-developer-nanodegree--nd1309%3Futm_source%3Djuejin-gold_browser_extension%26utm_medium%3Dbanner%26utm_campaign%3Dbdnd&_u=SACAAEABI~&jid=&cid=2113711572.1500619903&tid=UA-61022745-2&z=1564490048 HTTP/1.1" 404 139
